publication_id,keyword_id,keyword_name,score
W2081228936,economics,Economics,0.19454169273376465
W201578715,sensemaking,Sensemaking,0.9362108111381531
W201578715,sociology,Sociology,0.42476218938827515
W201578715,organizational-behavior,Organizational behavior,0.4113690257072449
W201578715,process-management,Process management,0.3751818537712097
W201578715,management,Management,0.36946770548820496
W201578715,business,Business,0.3515043258666992
W201578715,public-relations,Public relations,0.33662405610084534
W201578715,knowledge-management,Knowledge management,0.334760844707489
W201578715,engineering-ethics,Engineering ethics,0.32189327478408813
W201578715,political-science,Political science,0.2667267918586731
W201578715,engineering,Engineering,0.2091221809387207
W201578715,computer-science,Computer science,0.18412324786186218
W201578715,economics,Economics,0.11808937788009644
W2141951329,organizational-behavior,Organizational behavior,0.4660932123661041
W2141951329,sociology,Sociology,0.44821470975875854
W2141951329,management,Management,0.3690701127052307
W2141951329,economics,Economics,0.24469035863876343
W3123397884,organizational-behavior,Organizational behavior,0.44941645860671997
W3123397884,sociology,Sociology,0.4463486075401306
W3123397884,management,Management,0.349536657333374
W3123397884,economics,Economics,0.2251240313053131
W2133990480,computer-science,Computer science,0.773963451385498
W2133990480,workbench,Workbench,0.7535520195960999
W2133990480,data-science,Data science,0.5109173655509949
W2133990480,software,Software,0.5087793469429016
W2133990480,data-mining,Data mining,0.4788517951965332
W2133990480,open-source-software,Open source software,0.4678913652896881
W2133990480,world-wide-web,World Wide Web,0.4012964069843292
W2133990480,software-engineering,Software engineering,0.3339848220348358
W2133990480,operating-system,Operating system,0.1360885202884674
W2764347725,quantum-computer,Quantum computer,0.627932071685791
W2764347725,computer-science,Computer science,0.5772696137428284
W2764347725,quantum,Quantum,0.532921552658081
W2764347725,quantum-information,Quantum information,0.4741458594799042
W2764347725,computation,Computation,0.4532011151313782
W2764347725,theoretical-computer-science,Theoretical computer science,0.3802448511123657
W2764347725,programming-language,Programming language,0.27893513441085815
W2764347725,physics,Physics,0.1967219114303589
W2764347725,quantum-mechanics,Quantum mechanics,0.13351210951805115
W2153635508,computer-science,Computer science,0.9018539190292358
W2153635508,support-vector-machine,Support vector machine,0.7129232287406921
W2153635508,popularity,Popularity,0.6622347831726074
W2153635508,machine-learning,Machine learning,0.5552013516426086
W2153635508,artificial-intelligence,Artificial intelligence,0.5184590220451355
W2153635508,selection,Selection (genetic algorithm),0.5124928951263428
W2153635508,convergence,Convergence (economics),0.47850337624549866
W2153635508,multiclass-classification,Multiclass classification,0.42061424255371094
W2153635508,data-mining,Data mining,0.34050875902175903
W2167590372,ionic-radius,Ionic radius,0.8369654417037964
W2167590372,crystallography,Crystallography,0.6866428256034851
W2167590372,electronegativity,Electronegativity,0.6181147694587708
W2167590372,covalent-bond,Covalent bond,0.6044055223464966
W2167590372,ionic-bonding,Ionic bonding,0.6017544269561768
W2167590372,bond-length,Bond length,0.5712502598762512
W2167590372,delocalized-electron,Delocalized electron,0.5205681920051575
W2167590372,metal,Metal,0.5116334557533264
W2167590372,octahedron,Octahedron,0.5087319016456604
W2167590372,chemistry,Chemistry,0.489434152841568
W2167590372,coordination-number,Coordination number,0.47098609805107117
W2167590372,electron,Electron,0.4191923439502716
W2167590372,ion,Ion,0.36746513843536377
W2167590372,materials-science,Materials science,0.34974873065948486
W2167590372,crystal-structure,Crystal structure,0.16802912950515747
W2167590372,physics,Physics,0.16425812244415283
W2132454074,group,Group (periodic table),0.693602442741394
W2132454074,space,Space (punctuation),0.6718230247497559
W2132454074,space-group,Space group,0.5206865072250366
W2132454074,crystal-structure,Crystal structure,0.506614089012146
W2132454074,isotropy,Isotropy,0.4932333827018738
W2132454074,data-structure,Data structure,0.4782511293888092
W2132454074,unit,Unit (ring theory),0.47172608971595764
W2132454074,inversion,Inversion (geology),0.45875927805900574
W2132454074,reflection,Reflection (computer programming),0.44149380922317505
W2132454074,crystallography,Crystallography,0.4196999967098236
W2132454074,group-structure,Group structure,0.41143763065338135
W2132454074,mathematics,Mathematics,0.37295782566070557
W2132454074,computer-science,Computer science,0.3446301817893982
W2132454074,physics,Physics,0.3156608045101166
W2132454074,chemistry,Chemistry,0.18419474363327026
W2132454074,optics,Optics,0.1718992292881012
W2132454074,quantum-mechanics,Quantum mechanics,0.15690773725509644
W2132454074,diffraction,Diffraction,0.11329713463783264
W2132454074,x-ray-crystallography,X-ray crystallography,0.10617908835411072
W2131350133,phaser,Phaser,0.7482668161392212
W2131350133,computer-science,Computer science,0.7137467861175537
W2131350133,software,Software,0.5285099148750305
W2131350133,interface,Interface (matter),0.5080828666687012
W2131350133,software-engineering,Software engineering,0.3587818741798401
W2131350133,computational-science,Computational science,0.3565381169319153
W2131350133,programming-language,Programming language,0.16702380776405334
W2131350133,parallel-computing,Parallel computing,0.09456115961074829
W2131350133,engineering,Engineering,0.0943327248096466
W2148066840,simulated-annealing,Simulated annealing,0.7361748218536377
W2148066840,annealing,Annealing (glass),0.7063326835632324
W2148066840,computer-science,Computer science,0.47429850697517395
W2148066840,quantum-annealing,Quantum annealing,0.4676600992679596
W2148066840,algorithm,Algorithm,0.42796817421913147
W2148066840,mathematical-optimization,Mathematical optimization,0.37912020087242126
W2148066840,mathematics,Mathematics,0.30730849504470825
W2148066840,physics,Physics,0.2254394292831421
W2148066840,quantum-mechanics,Quantum mechanics,0.17952635884284973
W2148066840,thermodynamics,Thermodynamics,0.11487042903900146
W1969360633,computer-science,Computer science,0.6852735877037048
W1969360633,crystal-structure,Crystal structure,0.5937033891677856
W1969360633,file-format,File format,0.5746297836303711
W1969360633,data-structure,Data structure,0.5282788872718811
W1969360633,crystallography,Crystallography,0.5056142807006836
W1969360633,core,Core (optical fiber),0.48464614152908325
W1969360633,reflection,Reflection (computer programming),0.431610643863678
W1969360633,operating-system,Operating system,0.3216918110847473
W1969360633,programming-language,Programming language,0.19994020462036133
W1969360633,chemistry,Chemistry,0.10163632035255432
W2180229411,python,Python (programming language),0.807931661605835
W2180229411,computer-science,Computer science,0.714674711227417
W2180229411,automation,Automation,0.5735701322555542
W2180229411,graphics,Graphics,0.5545434951782227
W2180229411,software,Software,0.535729169845581
W2180229411,computational-science,Computational science,0.4070265293121338
W2180229411,algorithm,Algorithm,0.39991509914398193
W2180229411,software-engineering,Software engineering,0.358934611082077
W2180229411,programming-language,Programming language,0.2695217728614807
W2180229411,computer-graphics,Computer graphics (images),0.21209827065467834
W2180229411,engineering,Engineering,0.12776979804039001
W4248872320,computer-science,Computer science,0.6944277286529541
W4248872320,completeness,Completeness (order theory),0.6418664455413818
W4248872320,context,Context (archaeology),0.5693333745002747
W4248872320,pixel,Pixel,0.5530027151107788
W4248872320,rotation,Rotation (mathematics),0.527111828327179
W4248872320,artificial-intelligence,Artificial intelligence,0.5016107559204102
W4248872320,scaling,Scaling,0.4459880590438843
W4248872320,data-processing,Data processing,0.4402187168598175
W4248872320,representation,Representation (politics),0.41255998611450195
W4248872320,computer-vision,Computer vision,0.38158249855041504
W4248872320,mathematics,Mathematics,0.18239694833755493
W4248872320,database,Database,0.17891216278076172
W4248872320,geography,Geography,0.08324074745178223
W4248872320,geometry,Geometry,0.06565779447555542
W2124026197,computer-science,Computer science,0.73307204246521
W2124026197,scripting-language,Scripting language,0.6528394818305969
W2124026197,software,Software,0.6192662119865417
W2124026197,interface,Interface (matter),0.5340911746025085
W2124026197,human–computer-interaction,Human–computer interaction,0.5088815689086914
W2124026197,graphics,Graphics,0.4359610974788666
W2124026197,computer-graphics,Computer graphics (images),0.2843582034111023
W2124026197,programming-language,Programming language,0.22699525952339172
W2144081223,graphics,Graphics,0.7909897565841675
W2144081223,r-package,R package,0.5323327779769897
W2144081223,computer-science,Computer science,0.5249668955802917
W2144081223,molecular-graphics,Molecular graphics,0.4352743327617645
W2144081223,computer-graphics,Computer graphics,0.358842670917511
W2144081223,computational-science,Computational science,0.11540597677230835
W1995017064,computer-science,Computer science,0.7161784172058105
W1995017064,software,Software,0.5596204996109009
W1995017064,interface,Interface (matter),0.5282995700836182
W1995017064,source-code,Source code,0.5206829309463501
W1995017064,user-interface,User interface,0.4874765872955322
W1995017064,suite,Suite,0.43251746892929077
W1995017064,crystallography,Crystallography,0.37600067257881165
W1995017064,programming-language,Programming language,0.36838215589523315
W1995017064,computational-science,Computational science,0.3316771984100342
W1995017064,chemistry,Chemistry,0.20911049842834473
W2001641653,suite,Suite,0.904822587966919
W2001641653,unix,Unix,0.7837996482849121
W2001641653,subroutine,Subroutine,0.7767598628997803
W2001641653,computer-science,Computer science,0.7272747755050659
W2001641653,porting,Porting,0.7132301330566406
W2001641653,operating-system,Operating system,0.5333720445632935
W2001641653,variety,Variety (cybernetics),0.44504451751708984
W2001641653,programming-language,Programming language,0.44426336884498596
W2001641653,software,Software,0.17018452286720276
W2001641653,geography,Geography,0.09084725379943848
W2366536035,central-nervous-system,Central nervous system,0.5318906903266907
W2366536035,medicine,Medicine,0.39972400665283203
W2366536035,pathology,Pathology,0.3742324411869049
W2366536035,neuroscience,Neuroscience,0.33983534574508667
W2366536035,biology,Biology,0.31654566526412964
W2052742260,neuropil,Neuropil,0.844840407371521
W2052742260,senile-plaques,Senile plaques,0.8402742147445679
W2052742260,pathology,Pathology,0.6240928769111633
W2052742260,neurofibrillary-tangle,Neurofibrillary tangle,0.5595093369483948
W2052742260,entorhinal-cortex,Entorhinal cortex,0.5483898520469666
W2052742260,alzheimers-disease,Alzheimer's disease,0.545767605304718
W2052742260,cortex,Cortex (anatomy),0.5052183270454407
W2052742260,autopsy,Autopsy,0.4999411106109619
W2052742260,amyloid,Amyloid (mycology),0.4389289319515228
W2052742260,anatomy,Anatomy,0.4070495665073395
W2052742260,hippocampus,Hippocampus,0.40337589383125305
W2052742260,biology,Biology,0.33785778284072876
W2052742260,chemistry,Chemistry,0.3283136487007141
W2052742260,neuroscience,Neuroscience,0.30879244208335876
W2052742260,medicine,Medicine,0.18569040298461914
W2052742260,central-nervous-system,Central nervous system,0.11797016859054565
W2052742260,disease,Disease,0.10164228081703186
W2166281097,anxiety,Anxiety,0.7409211993217468
W2166281097,depression,Depression (economics),0.6812386512756348
W2166281097,hospital-anxiety-and-depression-scale,Hospital Anxiety and Depression Scale,0.5672159194946289
W2166281097,psychiatry,Psychiatry,0.5500208735466003
W2166281097,scale,Scale (ratio),0.5033630728721619
W2166281097,psychology,Psychology,0.46508923172950745
W2166281097,clinical-psychology,Clinical psychology,0.4646131098270416
W2166281097,outpatient-clinic,Outpatient clinic,0.4444262981414795
W2166281097,medicine,Medicine,0.3814036250114441
W2140918013,public-relations,Public relations,0.43504226207733154
W2140918013,sociology,Sociology,0.39976152777671814
W2140918013,business,Business,0.3814515471458435
W2140918013,political-science,Political science,0.35844337940216064
W2140918013,knowledge-management,Knowledge management,0.3441144824028015
W2140918013,computer-science,Computer science,0.2844001352787018
W2108795964,absorptive-capacity,Absorptive capacity,0.8982901573181152
W2108795964,perspective,Perspective (graphical),0.6862170696258545
W2108795964,knowledge-management,Knowledge management,0.4511805772781372
W2108795964,psychology,Psychology,0.3962953984737396
W2108795964,sociology,Sociology,0.3568878173828125
W2108795964,computer-science,Computer science,0.2379325032234192
W2108795964,artificial-intelligence,Artificial intelligence,0.11944073438644409
W2135732933,solubility,Solubility,0.8773416876792908
W2135732933,drug-discovery,Drug discovery,0.6712460517883301
W2135732933,thermodynamics,Thermodynamics,0.48660576343536377
W2135732933,chemistry,Chemistry,0.46680760383605957
W2135732933,permeability,Permeability (electromagnetism),0.44944432377815247
W2135732933,computational-chemistry,Computational chemistry,0.32412219047546387
W2135732933,physics,Physics,0.19652637839317322
W2135732933,organic-chemistry,Organic chemistry,0.17582908272743225
W2061438946,differential-evolution,Differential evolution,0.5487717390060425
W2061438946,cuckoo-search,Cuckoo search,0.5272573232650757
W2061438946,particle-swarm-optimization,Particle swarm optimization,0.5148955583572388
W2061438946,mathematical-optimization,Mathematical optimization,0.5065826177597046
W2061438946,evolutionary-algorithm,Evolutionary algorithm,0.43350738286972046
W2061438946,computer-science,Computer science,0.41311225295066833
W2061438946,algorithm,Algorithm,0.3820435106754303
W2061438946,mathematics,Mathematics,0.3054293990135193
W4214907476,psychology,Psychology,0.5764628052711487
W4214907476,applied-psychology,Applied psychology,0.40343260765075684
W2061977616,competitive-advantage,Competitive advantage,0.8932385444641113
W2061977616,industrial-organization,Industrial organization,0.7018531560897827
W2061977616,business,Business,0.6204040050506592
W2061977616,resource,Resource (disambiguation),0.596855878829956
W2061977616,resource-based-view,Resource-based view,0.5154460072517395
W2061977616,strategic-management,Strategic management,0.4905065894126892
W2061977616,value,Value (mathematics),0.447244793176651
W2061977616,marketing,Marketing,0.21004843711853027
W2061977616,computer-science,Computer science,0.10874900221824646
W1993663609,rationalization,Rationalization (economics),0.817317008972168
W1993663609,ambiguity,Ambiguity,0.7525370121002197
W1993663609,normative,Normative,0.6920415163040161
W1993663609,bureaucracy,Bureaucracy,0.6704528331756592
W1993663609,organizational-field,Organizational field,0.6290954947471619
W1993663609,rationality,Rationality,0.5728327035903931
W1993663609,professionalization,Professionalization,0.5563039779663086
W1993663609,isomorphism,Isomorphism (crystallography),0.5352804064750671
W1993663609,field,Field (mathematics),0.4302327036857605
W1993663609,positive-economics,Positive economics,0.4161759614944458
W1993663609,political-science,Political science,0.4131964147090912
W1993663609,sociology,Sociology,0.4009392261505127
W1993663609,institutional-logic,Institutional logic,0.3067397475242615
W1993663609,politics,Politics,0.23880824446678162
W1993663609,economics,Economics,0.21094149351119995
W1993663609,social-science,Social science,0.14803588390350342
W1993663609,computer-science,Computer science,0.1125372052192688
W1993663609,law,Law,0.09882846474647522
W2069687969,citation,Citation,0.6503217220306396
W2069687969,library-science,Library science,0.5127831101417542
W2069687969,state,State (computer science),0.4317138195037842
W2069687969,mathematics,Mathematics,0.40376016497612
W2069687969,statistics,Statistics,0.36058294773101807
W2069687969,sociology,Sociology,0.3487885296344757
W2069687969,computer-science,Computer science,0.34398341178894043
W2069687969,operations-research,Operations research,0.3382824659347534
W2069687969,combinatorics,Combinatorics,0.32389742136001587
W2069687969,algorithm,Algorithm,0.14431187510490417
W1974097079,turbulence-modeling,Turbulence modeling,0.8301929235458374
W1974097079,turbulence,Turbulence,0.7386213541030884
W1974097079,k-epsilon-turbulence-model,K-epsilon turbulence model,0.526726484298706
W1974097079,mechanics,Mechanics,0.5125184059143066
W1974097079,k-omega-turbulence-model,K-omega turbulence model,0.47236496210098267
W1974097079,viscosity,Viscosity,0.45003741979599
W1974097079,physics,Physics,0.4346398711204529
W1974097079,large-eddy-simulation,Large eddy simulation,0.41742756962776184
W1974097079,aerospace-engineering,Aerospace engineering,0.3592539429664612
W1974097079,statistical-physics,Statistical physics,0.3479582667350769
W1974097079,classical-mechanics,Classical mechanics,0.3320123553276062
W1974097079,meteorology,Meteorology,0.3225395679473877
W1974097079,engineering,Engineering,0.2517321705818176
W1974097079,thermodynamics,Thermodynamics,0.19352024793624878
W2115017507,dementia,Dementia,0.7063384056091309
W2115017507,disease,Disease,0.6606549024581909
W2115017507,alzheimers-disease,Alzheimer's disease,0.5829137563705444
W2115017507,association,Association (psychology),0.5364232063293457
W2115017507,medicine,Medicine,0.48294752836227417
W2115017507,gerontology,Gerontology,0.4400528073310852
W2115017507,psychiatry,Psychiatry,0.4256120026111603
W2115017507,psychology,Psychology,0.3788122534751892
W2115017507,pathology,Pathology,0.11335423588752747
W2115017507,psychotherapist,Psychotherapist,0.05996674299240112
W3121131820,free-cash-flow,Free cash flow,0.7890591621398926
W3121131820,agency-cost,Agency cost,0.6142597794532776
W3121131820,shareholder,Shareholder,0.5858293175697327
W3121131820,cash-flow-statement,Cash flow statement,0.5576822757720947
W3121131820,business,Business,0.5238161683082581
W3121131820,incentive,Incentive,0.5223925113677979
W3121131820,debt,Debt,0.5064033269882202
W3121131820,cash-management,Cash management,0.5004787445068359
W3121131820,monetary-economics,Monetary economics,0.5002973079681396
W3121131820,cash-flow-forecasting,Cash flow forecasting,0.49857139587402344
W3121131820,cash-flow,Cash flow,0.4979991912841797
W3121131820,operating-cash-flow,Operating cash flow,0.4925294816493988
W3121131820,finance,Finance,0.4865216612815857
W3121131820,economics,Economics,0.4399719834327698
W3121131820,dividend,Dividend,0.4321134686470032
W3121131820,cash,Cash,0.4241178035736084
W3121131820,corporate-governance,Corporate governance,0.30170875787734985
W3121131820,microeconomics,Microeconomics,0.2117232084274292
W2136931384,clinical-microbiology,Clinical microbiology,0.7027233242988586
W2136931384,library-science,Library science,0.5205844044685364
W2136931384,medicine,Medicine,0.506538987159729
W2136931384,family-medicine,Family medicine,0.3478183150291443
W2136931384,microbiology,Microbiology,0.11922433972358704
W2136931384,computer-science,Computer science,0.102297842502594
W2136931384,biology,Biology,0.09454643726348877
W2114004260,phosphomolybdic-acid,Phosphomolybdic acid,0.967826247215271
W2114004260,reagent,Reagent,0.8544366359710693
W2114004260,gallic-acid,Gallic acid,0.8208861351013184
W2114004260,chemistry,Chemistry,0.8188872337341309
W2114004260,phosphotungstic-acid,Phosphotungstic acid,0.8186390995979309
W2114004260,tannin,Tannin,0.7918031215667725
W2114004260,colorimetry,Colorimetry,0.7869280576705933
W2114004260,chromatography,Chromatography,0.6349275708198547
W2114004260,organic-chemistry,Organic chemistry,0.26256808638572693
W2114004260,food-science,Food science,0.20787131786346436
W2256756668,simple,Simple (philosophy),0.686863362789154
W2256756668,epidemiology,Epidemiology,0.5102498531341553
W2256756668,classics,Classics,0.4505220353603363
W2256756668,medicine,Medicine,0.43019527196884155
W2256756668,medline,MEDLINE,0.42769432067871094
W2256756668,history,History,0.39667558670043945
W2256756668,library-science,Library science,0.37794774770736694
W2256756668,philosophy,Philosophy,0.1876002550125122
W2256756668,computer-science,Computer science,0.17249733209609985
W2256756668,internal-medicine,Internal medicine,0.14508363604545593
W2256756668,political-science,Political science,0.10537222027778625
W2256756668,epistemology,Epistemology,0.0853869616985321
W2256756668,law,Law,0.06144055724143982
W1631356911,physics,Physics,0.9139736890792847
W1631356911,quantum-computer,Quantum computer,0.558157205581665
W1631356911,quantum-information,Quantum information,0.5341735482215881
W1631356911,quantum-mechanics,Quantum mechanics,0.5161031484603882
W1631356911,computation,Computation,0.5018930435180664
W1631356911,open-quantum-system,Open quantum system,0.49997639656066895
W1631356911,quantum,Quantum,0.47939443588256836
W1631356911,theoretical-physics,Theoretical physics,0.4611167907714844
W1631356911,quantum-technology,Quantum technology,0.45902568101882935
W1631356911,quantum-operation,Quantum operation,0.42423075437545776
W1631356911,statistical-physics,Statistical physics,0.33412718772888184
W1631356911,algorithm,Algorithm,0.09987056255340576
W2078206416,physics,Physics,0.890301525592804
W2078206416,fractal,Fractal,0.7837742567062378
W2078206416,geometry,Geometry,0.5814701914787292
W2078206416,classical-mechanics,Classical mechanics,0.412391722202301
W2078206416,theoretical-physics,Theoretical physics,0.3326770067214966
W2078206416,mathematical-analysis,Mathematical analysis,0.27390390634536743
W2078206416,mathematics,Mathematics,0.08200335502624512
W2120062331,physics,Physics,0.8969196081161499
W2120062331,theoretical-physics,Theoretical physics,0.3865395486354828
W2120062331,applied-mathematics,Applied mathematics,0.326338529586792
W2120062331,statistical-physics,Statistical physics,0.3229372799396515
W1974085346,diffractometer,Diffractometer,0.8830611705780029
W1974085346,diffraction,Diffraction,0.8247244358062744
W1974085346,materials-science,Materials science,0.6204698085784912
W1974085346,x-ray-crystallography,X-ray crystallography,0.5710930228233337
W1974085346,powder-diffraction,Powder diffraction,0.5081501007080078
W1974085346,optics,Optics,0.4875189960002899
W1974085346,crystallite,Crystallite,0.44685015082359314
W1974085346,crystallography,Crystallography,0.43649911880493164
W1974085346,selected-area-diffraction,Selected area diffraction,0.410694420337677
W1974085346,chemistry,Chemistry,0.23852336406707764
W1974085346,crystal-structure,Crystal structure,0.22211629152297974
W1974085346,physics,Physics,0.14452821016311646
W2056722718,physics,Physics,0.9457934498786926
W2056722718,state,State (computer science),0.448927104473114
W2056722718,physics-education,Physics education,0.43308234214782715
W2056722718,theoretical-physics,Theoretical physics,0.40804386138916016
W2056722718,statistical-physics,Statistical physics,0.3535330295562744
W2056722718,engineering-physics,Engineering physics,0.3471045196056366
W2056722718,nuclear-physics,Nuclear physics,0.32715147733688354
W2056722718,quantum-mechanics,Quantum mechanics,0.20378676056861877
W2116839388,medicine,Medicine,0.5431806445121765
W2116839388,injury-prevention,Injury prevention,0.43393275141716003
W2116839388,environmental-health,Environmental health,0.4317711293697357
W2116839388,childhood-abuse,Childhood abuse,0.4277122914791107
W2116839388,poison-control,Poison control,0.3955274522304535
W2116839388,psychiatry,Psychiatry,0.36384904384613037
W2116839388,child-abuse,Child abuse,0.3292093276977539
W2127951128,medicine,Medicine,0.9656769037246704
W2127951128,pulmonary-disease,Pulmonary disease,0.8013339042663574
W2127951128,copd,COPD,0.6485558748245239
W2127951128,intensive-care-medicine,Intensive care medicine,0.6456799507141113
W2127951128,disease-management,Disease management,0.5511153340339661
W2127951128,management-strategy,Management strategy,0.4185114800930023
W2127951128,disease,Disease,0.34827229380607605
W2127951128,internal-medicine,Internal medicine,0.2381497323513031
W3123534837,social-capital,Social capital,0.6553786396980286
W3123534837,business,Business,0.5769056081771851
W3123534837,human-capital,Human capital,0.44676271080970764
W3123534837,financial-capital,Financial capital,0.4269885718822479
W3123534837,capital,Capital (architecture),0.42698344588279724
W3123534837,natural-resource-economics,Natural resource economics,0.32543954253196716
W3123534837,economics,Economics,0.2877015471458435
W3123534837,market-economy,Market economy,0.23361483216285706
W3123534837,sociology,Sociology,0.1320435106754303
W3123534837,geography,Geography,0.10402312874794006
W3123534837,social-science,Social science,0.08973640203475952
W3123534837,archaeology,Archaeology,0.055479079484939575
W3022339544,embeddedness,Embeddedness,0.9109874963760376
W3022339544,action,Action (physics),0.7287096381187439
W3022339544,economics,Economics,0.36510002613067627
W3022339544,economic-system,Economic system,0.3359956443309784
W3022339544,business,Business,0.327888548374176
W3022339544,sociology,Sociology,0.2670701742172241
W3022339544,social-science,Social science,0.10340741276741028
W3022339544,physics,Physics,0.04742202162742615
W1965278510,ceremony,Ceremony,0.7878361940383911
W1965278510,mythology,Mythology,0.7069830894470215
W1965278510,psychology,Psychology,0.32959842681884766
W1965278510,art,Art,0.2169988453388214
W1965278510,philosophy,Philosophy,0.16977643966674805
W1965278510,theology,Theology,0.11679893732070923
W1965278510,literature,Literature,0.10239124298095703
W2109469951,business,Business,0.39281168580055237
W2144846366,economics,Economics,0.4020202159881592
W2144846366,psychology,Psychology,0.3405614495277405
W2144846366,mathematical-economics,Mathematical economics,0.33785608410835266
W4247665917,psychology,Psychology,0.502825915813446
W4247665917,classification-of-mental-disorders,Classification of mental disorders,0.44724905490875244
W4247665917,diagnostic-classification-of-mental-health-and-developmental-disorders-of-infancy-and-early-childhood,Diagnostic Classification of Mental Health and Developmental Disorders of Infancy and Early Childhood,0.4145171344280243
W4247665917,psychiatry,Psychiatry,0.27419495582580566
W4247665917,mental-health,Mental health,0.17117249965667725
W4247665917,prevalence-of-mental-disorders,Prevalence of mental disorders,0.155491441488266
W4281687410,classification-of-mental-disorders,Classification of mental disorders,0.5486657023429871
W4281687410,psychology,Psychology,0.5070385932922363
W4281687410,diagnostic-classification-of-mental-health-and-developmental-disorders-of-infancy-and-early-childhood,Diagnostic Classification of Mental Health and Developmental Disorders of Infancy and Early Childhood,0.4582977890968323
W4281687410,psychiatry,Psychiatry,0.37562820315361023
W4281687410,prevalence-of-mental-disorders,Prevalence of mental disorders,0.2175968587398529
W4281687410,mental-health,Mental health,0.19162505865097046
W4242883546,facilitation,Facilitation,0.7403156757354736
W4242883546,psychology,Psychology,0.7242392897605896
W4242883546,self-determination-theory,Self-determination theory,0.6613419055938721
W4242883546,intrinsic-motivation,Intrinsic motivation,0.6050444841384888
W4242883546,social-facilitation,Social facilitation,0.5812000036239624
W4242883546,goal-theory,Goal theory,0.5097338557243347
W4242883546,social-psychology,Social psychology,0.5037190318107605
W4242883546,cognitive-evaluation-theory,Cognitive evaluation theory,0.44368162751197815
W4242883546,cognitive-psychology,Cognitive psychology,0.3935108780860901
W4242883546,developmental-psychology,Developmental psychology,0.3332696557044983
W4242883546,neuroscience,Neuroscience,0.12277865409851074
W4242883546,political-science,Political science,0.09877002239227295
W4242883546,autonomy,Autonomy,0.08015981316566467
W2141846678,self-determination-theory,Self-determination theory,0.8206930756568909
W2141846678,psychology,Psychology,0.7758462429046631
W2141846678,autonomy,Autonomy,0.669582188129425
W2141846678,competence,Competence (human resources),0.6588958501815796
W2141846678,intrinsic-motivation,Intrinsic motivation,0.6152260303497314
W2141846678,social-psychology,Social psychology,0.5736728310585022
W2141846678,cognitive-evaluation-theory,Cognitive evaluation theory,0.4870312809944153
W2141846678,facilitation,Facilitation,0.4579429030418396
W2141846678,function,Function (biology),0.4474214017391205
W2141846678,maslows-hierarchy-of-needs,Maslow's hierarchy of needs,0.43472588062286377
W2141846678,self-actualization,Self-actualization,0.4202621877193451
W3123282572,rationality,Rationality,0.8016607761383057
W3123282572,isomorphism,Isomorphism (crystallography),0.7779868841171265
W3123282572,organizational-field,Organizational field,0.51263827085495
W3123282572,cage,Cage,0.4864477813243866
W3123282572,sociology,Sociology,0.3930862545967102
