id,type,affiliation_id,label,institution_name,country_code,institution_type,latitude,longitude,raw_affiliation
"affiliation:centro de biotecnología y genómica de plantas, universidad politécnica de madrid (upm)—instituto nacional de investigación y tecnología agraria y alimentaria (inia), 28223 madrid, spain",affiliation,,"Centro de Biotecnología y Genómica de Plantas, Universidad Politécnica de Madrid (UPM)—Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria (INIA), 28223 Madrid, Spain",,,,40.416500091552734,-3.7025599479675293,"Centro de Biotecnología y Genómica de Plantas, Universidad Politécnica de Madrid (UPM)—Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria (INIA), 28223 Madrid, Spain"
"affiliation:cerro tololo inter-american observatory, national optical astronomy observatories, casilla 603, la serena, chile. noao is operated by the association of universities for research in astronomy, inc., under cooperative agreement with the national science foundation",affiliation,,"Cerro Tololo Inter-American Observatory, National Optical Astronomy Observatories, Casilla 603, La Serena, Chile. NOAO is operated by the Association of Universities for Research in Astronomy, Inc., under cooperative agreement with the National Science Foundation",,,,-29.90591,-71.25014,"Cerro Tololo Inter-American Observatory, National Optical Astronomy Observatories, Casilla 603, La Serena, Chile. NOAO is operated by the Association of Universities for Research in Astronomy, Inc., under cooperative agreement with the National Science Foundation"
"affiliation:cetus corporation, department of human genetics, emeryville, ca 94608",affiliation,,"Cetus Corporation, Department of Human Genetics, Emeryville, CA 94608",,,,52.44587707519531,16.90437126159668,"Cetus Corporation, Department of Human Genetics, Emeryville, CA 94608"
"affiliation:cetus corporation, department of microbial genetics, emeryville, ca 94608",affiliation,,"Cetus Corporation, Department of Microbial Genetics, Emeryville, CA 94608",,,,37.84010314941406,-122.29842376708984,"Cetus Corporation, Department of Microbial Genetics, Emeryville, CA 94608"
"affiliation:chair of health innovations and technology, institute of allied health professions, fontys university of applied sciences, and",affiliation,,"Chair of Health Innovations and Technology, Institute of Allied Health Professions, Fontys University of Applied Sciences, and",,,,51.555511474609375,5.091300010681152,"Chair of Health Innovations and Technology, Institute of Allied Health Professions, Fontys University of Applied Sciences, and"
"affiliation:chair of health innovations and technology, institute of allied health professions, fontys university of applied sciences, eindhoven, the netherlands",affiliation,,"Chair of Health Innovations and Technology, Institute of Allied Health Professions, Fontys University of Applied Sciences, Eindhoven, The Netherlands",,,,51.555511474609375,5.091300010681152,"Chair of Health Innovations and Technology, Institute of Allied Health Professions, Fontys University of Applied Sciences, Eindhoven, The Netherlands"
"affiliation:charité-universitätsmedizin berlin, corporate member of freie universität berlin, humboldt-universität zu berlin, and berlin institute of health, institute of virology, berlin, germany",affiliation,,"Charité-Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, Institute of Virology, Berlin, Germany",,,,52.52437,13.41053,"Charité-Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, Institute of Virology, Berlin, Germany"
"affiliation:charité-universitätsmedizin berlin, corporate member of freie universität berlin, humboldt-universität zu berlin, and berlin institute of health, institute of virology, berlin, germany; german centre for infection research, associated partner charité, berlin, germany",affiliation,,"Charité-Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, Institute of Virology, Berlin, Germany; German Centre for Infection Research, associated partner Charité, Berlin, Germany",,,,52.52437,13.41053,"Charité-Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, Institute of Virology, Berlin, Germany; German Centre for Infection Research, associated partner Charité, Berlin, Germany"
"affiliation:charité-universitätsmedizin berlin, corporate member of freie universität berlin, humboldt-universität zu berlin, and berlin institute of health, institute of virology, berlin, germany; german centre for infection research, associated partner charité, berlin, germany; martsinovsky institute of medical parasitology, tropical and vector borne diseases, sechenov university, moscow, russia",affiliation,,"Charité-Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, Institute of Virology, Berlin, Germany; German Centre for Infection Research, associated partner Charité, Berlin, Germany; Martsinovsky Institute of Medical Parasitology, Tropical and Vector Borne Diseases, Sechenov University, Moscow, Russia",,,,55.75204,37.61781,"Charité-Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, Institute of Virology, Berlin, Germany; German Centre for Infection Research, associated partner Charité, Berlin, Germany; Martsinovsky Institute of Medical Parasitology, Tropical and Vector Borne Diseases, Sechenov University, Moscow, Russia"
"affiliation:chemistry division, national research council of canada, ottawa, canada k1a or6",affiliation,,"Chemistry Division, National Research Council of Canada, Ottawa, Canada K1A OR6",,,,45.41117,-75.69812,"Chemistry Division, National Research Council of Canada, Ottawa, Canada K1A OR6"
"affiliation:chinese center for disease control and prevention, beijing, china",affiliation,,"Chinese Center for Disease Control and Prevention, Beijing, China",,,,39.907501220703125,116.39723205566406,"Chinese Center for Disease Control and Prevention, Beijing, China"
"affiliation:christian-albrechts-universität, kiel, germany. ffaul@psychologie.uni-kiel.de",affiliation,,"Christian-Albrechts-Universität, Kiel, Germany. ffaul@psychologie.uni-kiel.de",,,,54.32133,10.13489,"Christian-Albrechts-Universität, Kiel, Germany. ffaul@psychologie.uni-kiel.de"
"affiliation:chukyo university, japan",affiliation,,"Chukyo University, Japan",,,,35.18146896362305,136.90640258789062,"Chukyo University, Japan"
"affiliation:ciemat, italy",affiliation,,"CIEMAT, Italy",,,,46.20222,6.14569,"CIEMAT, Italy"
"affiliation:cineca national supercomputing center, casalecchio di reno, 40033 bologna, italy",affiliation,,"CINECA National Supercomputing Center, Casalecchio di Reno, 40033 Bologna, Italy",,,,44.486427307128906,11.259774208068848,"CINECA National Supercomputing Center, Casalecchio di Reno, 40033 Bologna, Italy"
"affiliation:clanp-ban, 72 lenin boul, 1784 sofia, bulgaria",affiliation,,"CLANP-BAN, 72 Lenin Boul, 1784 Sofia, Bulgaria",,,,42.69751,23.32415,"CLANP-BAN, 72 Lenin Boul, 1784 Sofia, Bulgaria"
affiliation:clarkson college of technology,affiliation,,Clarkson College of Technology,,,,41.2591667175293,-95.9749984741211,Clarkson College of Technology
"affiliation:clemson university#n# clemson, sc",affiliation,,"Clemson University#N# Clemson, SC",,,,34.683441162109375,-82.83737182617188,"Clemson University#N# Clemson, SC"
"affiliation:clinical and research center of infectious diseases, beijing ditan hospital, capital medical university, beijing, china",affiliation,,"Clinical and Research Center of Infectious Diseases, Beijing Ditan Hospital, Capital Medical University, Beijing, China",,,,39.907501220703125,116.39723205566406,"Clinical and Research Center of Infectious Diseases, Beijing Ditan Hospital, Capital Medical University, Beijing, China"
"affiliation:clinical associate professor of medicine university of rochester school of medicine and dentistry, rochester, new york, usa",affiliation,,"Clinical associate professor of medicine University of Rochester School of Medicine and Dentistry, Rochester, New York, USA",,,,44.05878448486328,-103.22530364990234,"Clinical associate professor of medicine University of Rochester School of Medicine and Dentistry, Rochester, New York, USA"
"affiliation:clinical epidemiology program, blueprint translational research group, ottawa hospital research institute, ottawa, canada",affiliation,,"Clinical Epidemiology Program, Blueprint Translational Research Group, Ottawa Hospital Research Institute, Ottawa, Canada",,,,45.41117,-75.69812,"Clinical Epidemiology Program, Blueprint Translational Research Group, Ottawa Hospital Research Institute, Ottawa, Canada"
"affiliation:clinical epidemiology program, ottawa hospital research institute, ottawa, canada",affiliation,,"Clinical Epidemiology Program, Ottawa Hospital Research Institute, Ottawa, Canada",,,,45.41117,-75.69812,"Clinical Epidemiology Program, Ottawa Hospital Research Institute, Ottawa, Canada"
"affiliation:clinical epidemiology program, ottawa hospital research institute, ottawa, canada; school of epidemiology and public health, university of ottawa, ottawa, canada; department of medicine, university of ottawa, ottawa, canada",affiliation,,"Clinical Epidemiology Program, Ottawa Hospital Research Institute, Ottawa, Canada; School of Epidemiology and Public Health, University of Ottawa, Ottawa, Canada; Department of Medicine, University of Ottawa, Ottawa, Canada",,,,45.41117,-75.69812,"Clinical Epidemiology Program, Ottawa Hospital Research Institute, Ottawa, Canada; School of Epidemiology and Public Health, University of Ottawa, Ottawa, Canada; Department of Medicine, University of Ottawa, Ottawa, Canada"
"affiliation:clinical epidemiology program, ottawa hospital research institute, ottawa, ontario, canada",affiliation,,"Clinical Epidemiology Program, Ottawa Hospital Research Institute, Ottawa, Ontario, Canada",,,,45.41117,-75.69812,"Clinical Epidemiology Program, Ottawa Hospital Research Institute, Ottawa, Ontario, Canada"
"affiliation:clinical epidemiology unit, department of medicine, cornell university medical college, 1300 york avenue, new york, ny 10021, u.s.a",affiliation,,"Clinical Epidemiology Unit, Department of Medicine, Cornell University Medical College, 1300 York Avenue, New York, NY 10021, U.S.A",,,,40.714271545410156,-74.00596618652344,"Clinical Epidemiology Unit, Department of Medicine, Cornell University Medical College, 1300 York Avenue, New York, NY 10021, U.S.A"
"affiliation:clinical professor of medicine, university of louisville school of medicine, louisville, ky",affiliation,,"Clinical Professor of Medicine, University of Louisville School of Medicine, Louisville, KY",,,,38.25423812866211,-85.75940704345703,"Clinical Professor of Medicine, University of Louisville School of Medicine, Louisville, KY"
"affiliation:clinical research center, ruijin hospital north, shanghai jiaotong university school of medicine, shanghai, china",affiliation,,"Clinical Research Center, Ruijin Hospital North, Shanghai Jiaotong University School of Medicine, Shanghai, China",,,,31.222219467163086,121.45806121826172,"Clinical Research Center, Ruijin Hospital North, Shanghai Jiaotong University School of Medicine, Shanghai, China"
"affiliation:clinical research institute, american university of beirut, beirut, lebanon",affiliation,,"Clinical Research Institute, American University of Beirut, Beirut, Lebanon",,,,45.41117,-75.69812,"Clinical Research Institute, American University of Beirut, Beirut, Lebanon"
"affiliation:clinical research institute, american university of beirut, beirut, lebanon; department of health research methods, evidence, and impact, mcmaster university, hamilton, ontario, canada",affiliation,,"Clinical Research Institute, American University of Beirut, Beirut, Lebanon; Department of Health Research Methods, Evidence, and Impact, McMaster University, Hamilton, Ontario, Canada",,,,45.41117,-75.69812,"Clinical Research Institute, American University of Beirut, Beirut, Lebanon; Department of Health Research Methods, Evidence, and Impact, McMaster University, Hamilton, Ontario, Canada"
"affiliation:clinical trial service unit & epidemiological studies unit, university of oxford, oxford ox3 7lf, united kingdom",affiliation,,"Clinical Trial Service Unit & Epidemiological Studies Unit, University of Oxford, Oxford OX3 7LF, United Kingdom",,,,51.75222,-1.25596,"Clinical Trial Service Unit & Epidemiological Studies Unit, University of Oxford, Oxford OX3 7LF, United Kingdom"
affiliation:clinical trial service unit &amp; epidemiological studies unit university of oxford oxford united kingdom,affiliation,,Clinical Trial Service Unit &amp; Epidemiological Studies Unit University of Oxford Oxford United Kingdom,,,,51.75222,-1.25596,Clinical Trial Service Unit &amp; Epidemiological Studies Unit University of Oxford Oxford United Kingdom
"affiliation:clinical trial service unit and epidemiological studies unit, university of oxford; oxford united kingdom",affiliation,,"Clinical Trial Service Unit and Epidemiological Studies Unit, University of Oxford; Oxford United Kingdom",,,,51.75222,-1.25596,"Clinical Trial Service Unit and Epidemiological Studies Unit, University of Oxford; Oxford United Kingdom"
"affiliation:clinical tutor in medicine nuffield department of clinical medicine, university of oxford, oxford",affiliation,,"Clinical tutor in medicine Nuffield Department of Clinical Medicine, University of Oxford, Oxford",,,,44.05878448486328,-103.22530364990234,"Clinical tutor in medicine Nuffield Department of Clinical Medicine, University of Oxford, Oxford"
"affiliation:cmpg, institute of ecology and evolution, university of berne, baltzerstrasse 6, 3012 berne, switzerland and swiss institute of bioinformatics, 1015 lausanne, switzerland",affiliation,,"CMPG, Institute of Ecology and Evolution, University of Berne, Baltzerstrasse 6, 3012 Berne, Switzerland and Swiss Institute of Bioinformatics, 1015 Lausanne, Switzerland",,,,46.516,6.63282,"CMPG, Institute of Ecology and Evolution, University of Berne, Baltzerstrasse 6, 3012 Berne, Switzerland and Swiss Institute of Bioinformatics, 1015 Lausanne, Switzerland"
"affiliation:cms collaboration, cern, switzerland",affiliation,,"CMS Collaboration, CERN, Switzerland",,,,46.20222,6.14569,"CMS Collaboration, CERN, Switzerland"
"affiliation:cnr-infm democritos national simulation center, 34100 trieste, italy",affiliation,,"CNR-INFM Democritos National Simulation Center, 34100 Trieste, Italy",,,,46.06930160522461,13.237150192260742,"CNR-INFM Democritos National Simulation Center, 34100 Trieste, Italy"
"affiliation:cnr-infm democritos national simulation center, 34100 trieste, italy. dipartimento di fisica, università degli studi di udine, via delle scienze 208, 33100 udine, italy",affiliation,,"CNR-INFM Democritos National Simulation Center, 34100 Trieste, Italy. Dipartimento di Fisica, Università degli Studi di Udine, via delle Scienze 208, 33100 Udine, Italy",,,,46.06930160522461,13.237150192260742,"CNR-INFM Democritos National Simulation Center, 34100 Trieste, Italy. Dipartimento di Fisica, Università degli Studi di Udine, via delle Scienze 208, 33100 Udine, Italy"
"affiliation:cnr-infm s3 research center, 41100 modena, italy",affiliation,,"CNR-INFM S3 Research Center, 41100 Modena, Italy",,,,44.486427307128906,11.259774208068848,"CNR-INFM S3 Research Center, 41100 Modena, Italy"
"affiliation:cochrane bahrain, awali, bahrain",affiliation,,"Cochrane Bahrain, Awali, Bahrain",,,,26.04965591430664,50.50821304321289,"Cochrane Bahrain, Awali, Bahrain"
"affiliation:cochrane france, paris, france",affiliation,,"Cochrane France, Paris, France",,,,48.85341,2.3488,"Cochrane France, Paris, France"
"affiliation:cochrane, london, united kingdom (k.s.)",affiliation,,"Cochrane, London, United Kingdom (K.S.)",,,,51.752220153808594,-1.2559599876403809,"Cochrane, London, United Kingdom (K.S.)"
"affiliation:coles college of business, kennesaw state university, kennesaw, ga",affiliation,,"Coles College of Business, Kennesaw State University, Kennesaw, GA",,,,34.02342987060547,-84.61549377441406,"Coles College of Business, Kennesaw State University, Kennesaw, GA"
"affiliation:collaborative mass spectrometry innovation center, skaggs school of pharmacy and pharmaceutical sciences, university of california san diego, san diego, ca, usa",affiliation,,"Collaborative Mass Spectrometry Innovation Center, Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California San Diego, San Diego, CA, USA",,,,32.71571,-117.16472,"Collaborative Mass Spectrometry Innovation Center, Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California San Diego, San Diego, CA, USA"
"affiliation:college of american pathologists, chicago, illinois, usa",affiliation,,"College of American Pathologists, Chicago, Illinois, USA",,,,42.102115631103516,-87.79639434814453,"College of American Pathologists, Chicago, Illinois, USA"
"affiliation:college of engineering, university of georgia, 412 driftmier engineering center, athens, ga 30602, usa",affiliation,,"College of Engineering, University of Georgia, 412 Driftmier Engineering Center, Athens, GA 30602, USA",,,,,,"College of Engineering, University of Georgia, 412 Driftmier Engineering Center, Athens, GA 30602, USA"
"affiliation:college of information and computing sciences, university of massachusetts amherst, amherst, ma, usa",affiliation,,"College of Information and Computing Sciences, University of Massachusetts Amherst, Amherst, MA, USA",,,,42.375370025634766,-72.51924896240234,"College of Information and Computing Sciences, University of Massachusetts Amherst, Amherst, MA, USA"
"affiliation:college of marine studies, university of delaware, de 19716, usa",affiliation,,"College of Marine Studies, University of Delaware, DE 19716, USA",,,,39.68372,-75.74966,"College of Marine Studies, University of Delaware, DE 19716, USA"
"affiliation:college of medicine, department of biomedical informatics, university of arkansas for medical sciences, little rock, ar, usa",affiliation,,"College of Medicine, Department of Biomedical Informatics, University of Arkansas for Medical Sciences, Little Rock, AR, USA",,,,34.74648,-92.28959,"College of Medicine, Department of Biomedical Informatics, University of Arkansas for Medical Sciences, Little Rock, AR, USA"
"affiliation:college of medicine, department of psychiatry at the illinois neuropsychiatric institute, university of illinois, illinois, usa",affiliation,,"College of Medicine, Department of Psychiatry at the Illinois Neuropsychiatric Institute, University of Illinois, Illinois, USA",,,,39.73082733154297,-90.24625396728516,"College of Medicine, Department of Psychiatry at the Illinois Neuropsychiatric Institute, University of Illinois, Illinois, USA"
"affiliation:college of medicine, department of psychiatry at the illinois neuropsychiatric institute, university of illinois, usa",affiliation,,"College of Medicine, Department of Psychiatry at the Illinois Neuropsychiatric Institute, University of Illinois, USA",,,,39.73082733154297,-90.24625396728516,"College of Medicine, Department of Psychiatry at the Illinois Neuropsychiatric Institute, University of Illinois, USA"
"affiliation:college of pharmacy, sookmyung women's university, seoul, republic of korea",affiliation,,"College of Pharmacy, Sookmyung Women's University, Seoul, Republic of Korea",,,,37.54600524902344,126.96452331542969,"College of Pharmacy, Sookmyung Women's University, Seoul, Republic of Korea"
"affiliation:columbia u, school of public health, div of biostatistics",affiliation,,"Columbia U, School of Public Health, Div of Biostatistics",,,,,,"Columbia U, School of Public Health, Div of Biostatistics"
affiliation:columbia university- school of international and public affairs (sipa),affiliation,,Columbia University- School of International and Public Affairs (SIPA),,,,38.895111083984375,-77.03636932373047,Columbia University- School of International and Public Affairs (SIPA)
affiliation:community health sciences,affiliation,,Community Health Sciences,,,,42.4251,-71.06616,Community Health Sciences
"affiliation:compaq cambridge research laboratory, cambridge, ma, usa",affiliation,,"Compaq Cambridge Research Laboratory, Cambridge, MA, USA",,,,,,"Compaq Cambridge Research Laboratory, Cambridge, MA, USA"
"affiliation:complex systems theory branch, naval research laboratory, washington, d.c. 20375-5000",affiliation,,"Complex Systems Theory Branch, Naval Research Laboratory, Washington, D.C. 20375-5000",,,,38.895111083984375,-77.03636932373047,"Complex Systems Theory Branch, Naval Research Laboratory, Washington, D.C. 20375-5000"
"affiliation:computational and systems biology graduate program and koch institute for integrative cancer research, massachusetts institute of technology, cambridge, ma 02139, usa",affiliation,,"Computational and Systems Biology Graduate Program and Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA",,,,,,"Computational and Systems Biology Graduate Program and Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA"
"affiliation:computational and systems biology, genome institute of singapore  singapore",affiliation,,"Computational and Systems Biology, Genome Institute of Singapore  Singapore",,,,1.2896699905395508,103.85006713867188,"Computational and Systems Biology, Genome Institute of Singapore  Singapore"
"affiliation:computational and systems biology, genome institute of singapore, singapore;",affiliation,,"Computational and Systems Biology, Genome Institute of Singapore, Singapore;",,,,1.2896699905395508,103.85006713867188,"Computational and Systems Biology, Genome Institute of Singapore, Singapore;"
"affiliation:computational biology center, memorial sloan-kettering cancer center, new york, ny 10065, usa",affiliation,,"Computational Biology Center, Memorial Sloan-Kettering Cancer Center, New York, NY 10065, USA",,,,40.714271545410156,-74.00596618652344,"Computational Biology Center, Memorial Sloan-Kettering Cancer Center, New York, NY 10065, USA"
"affiliation:computational biology center, memorial-sloan kettering cancer center, new york, ny 10065, usa",affiliation,,"Computational Biology Center, Memorial-Sloan Kettering Cancer Center, New York, NY 10065, USA",,,,40.714271545410156,-74.00596618652344,"Computational Biology Center, Memorial-Sloan Kettering Cancer Center, New York, NY 10065, USA"
"affiliation:computational biology research center, the national institute of advanced industrial science and technology (aist), tokyo, japan",affiliation,,"Computational Biology Research Center, The National Institute of Advanced Industrial Science and Technology (AIST), Tokyo, Japan",,,,36.06024169921875,140.1331024169922,"Computational Biology Research Center, The National Institute of Advanced Industrial Science and Technology (AIST), Tokyo, Japan"
"affiliation:computational bioscience program, university of colorado anschutz medical campus, aurora, co, usa",affiliation,,"Computational Bioscience Program, University of Colorado Anschutz Medical Campus, Aurora, CO, USA",,,,39.72943115234375,-104.83191680908203,"Computational Bioscience Program, University of Colorado Anschutz Medical Campus, Aurora, CO, USA"
"affiliation:computational genomics laboratory, john curtin school of medical research, the australian national university, canberra, australian capital territory, australia.,",affiliation,,"Computational Genomics Laboratory, John Curtin School of Medical Research, The Australian National University, Canberra, Australian Capital Territory, Australia.,",,,,-35.2834587097168,149.12806701660156,"Computational Genomics Laboratory, John Curtin School of Medical Research, The Australian National University, Canberra, Australian Capital Territory, Australia.,"
"affiliation:computational science, department of chemistry and applied biosciences, eth zurich, usi campus, via giuseppe buffi 13, ch-6900 lugano, switzerland",affiliation,,"Computational Science, Department of Chemistry and Applied Biosciences, ETH Zurich, USI Campus, via Giuseppe Buffi 13, CH-6900 Lugano, Switzerland",,,,47.36667,8.55,"Computational Science, Department of Chemistry and Applied Biosciences, ETH Zurich, USI Campus, via Giuseppe Buffi 13, CH-6900 Lugano, Switzerland"
"affiliation:computer and information systems, graduate school of business administration, university of michigan, ann arbor, michigan",affiliation,,"Computer and Information Systems, Graduate School of Business Administration, University of Michigan, Ann Arbor, Michigan",,,,42.27756,-83.74088,"Computer and Information Systems, Graduate School of Business Administration, University of Michigan, Ann Arbor, Michigan"
"affiliation:computer and information systems, graduate school of business administration, university of michigan, ann arbor, michigan 48109",affiliation,,"Computer and Information Systems, Graduate School of Business Administration, University of Michigan, Ann Arbor, Michigan 48109",,,,42.27756,-83.74088,"Computer and Information Systems, Graduate School of Business Administration, University of Michigan, Ann Arbor, Michigan 48109"
"affiliation:computer architecture group, university of a coruña, a coruña, spain",affiliation,,"Computer Architecture Group, University of A Coruña, A Coruña, Spain",,,,43.37135,-8.396,"Computer Architecture Group, University of A Coruña, A Coruña, Spain"
"affiliation:computer architecture group, university of a coruña, a coruña, spain#tab#",affiliation,,"Computer Architecture Group, University of A Coruña, A Coruña, Spain#TAB#",,,,43.37135,-8.396,"Computer Architecture Group, University of A Coruña, A Coruña, Spain#TAB#"
"affiliation:computer engineering department, bilkent university, 06800 ankara, turkey",affiliation,,"Computer Engineering Department, Bilkent University, 06800 Ankara, Turkey",,,,39.91986846923828,32.854270935058594,"Computer Engineering Department, Bilkent University, 06800 Ankara, Turkey"
"affiliation:computer graphics laboratory, department of pharmaceutical chemistry, university of california, 600 16th street, san francisco, california 94143-2240",affiliation,,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143-2240",,,,37.77493,-122.41942,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143-2240"
"affiliation:computer graphics laboratory, department of pharmaceutical chemistry, university of california, 600 16th street, san francisco, california 94143-2240, usa",affiliation,,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143-2240, USA",,,,,,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143-2240, USA"
"affiliation:computer graphics laboratory, department of pharmaceutical chemistry, university of california, 600 16th street, san francisco, california 94143‐2240",affiliation,,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143‐2240",,,,37.77493,-122.41942,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143‐2240"
"affiliation:computer science department and bioss centre for biological signalling studies, university of freiburg, freiburg, germany",affiliation,,"Computer Science Department and BIOSS Centre for Biological Signalling Studies, University of Freiburg, Freiburg, Germany",,,,47.99589920043945,7.852220058441162,"Computer Science Department and BIOSS Centre for Biological Signalling Studies, University of Freiburg, Freiburg, Germany"
"affiliation:computer science department, general motors research and development laboratories, warren, mi, usa",affiliation,,"Computer Science Department, General Motors Research and Development Laboratories, Warren, MI, USA",,,,42.32859802246094,-83.03997039794922,"Computer Science Department, General Motors Research and Development Laboratories, Warren, MI, USA"
"affiliation:computer science department, princeton university, 35 olden street, princeton, nj 08544, usa",affiliation,,"Computer Science Department, Princeton University, 35 Olden Street, Princeton, NJ 08544, USA",,,,40.34872,-74.65905,"Computer Science Department, Princeton University, 35 Olden Street, Princeton, NJ 08544, USA"
"affiliation:computer science department, stanford university , stanford, 94305,",affiliation,,"Computer Science Department, Stanford University , Stanford, 94305,",,,,37.42411,-122.16608,"Computer Science Department, Stanford University , Stanford, 94305,"
"affiliation:computer science department, stanford university, stanford ca 94305, usa",affiliation,,"Computer Science Department, Stanford University, Stanford CA 94305, USA",,,,37.42411,-122.16608,"Computer Science Department, Stanford University, Stanford CA 94305, USA"
"affiliation:computer science department, stanford university, stanford, ca 94305, usa",affiliation,,"Computer Science Department, Stanford University, Stanford, CA 94305, USA",,,,37.42411,-122.16608,"Computer Science Department, Stanford University, Stanford, CA 94305, USA"
"affiliation:computer science department, university of british columbia, vancouver, b.c., canada",affiliation,,"Computer Science Department, University of British Columbia, Vancouver, B.C., Canada",,,,49.24966,-123.11934,"Computer Science Department, University of British Columbia, Vancouver, B.C., Canada"
"affiliation:computer science department, university of british columbia, vancouver, bc, canada",affiliation,,"Computer Science Department, University of British Columbia, Vancouver, BC, Canada",,,,49.24966,-123.11934,"Computer Science Department, University of British Columbia, Vancouver, BC, Canada"
"affiliation:computer science division and department of statistics, university of california, berkeley, ca#tab#",affiliation,,"Computer Science Division and Department of Statistics, University of California, Berkeley, CA#TAB#",,,,37.87159,-122.27275,"Computer Science Division and Department of Statistics, University of California, Berkeley, CA#TAB#"
"affiliation:computer science division university of california, berkeley ca",affiliation,,"Computer Science Division University of California, Berkeley CA",,,,37.87159,-122.27275,"Computer Science Division University of California, Berkeley CA"
"affiliation:computer science, electrical and computer engineering",affiliation,,"Computer Science, Electrical and Computer Engineering",,,,,,"Computer Science, Electrical and Computer Engineering"
"affiliation:computer science, information trust institute, beckman institute for advanced science and technology, carl r. woese institute for genomic biology",affiliation,,"Computer Science, Information Trust Institute, Beckman Institute for Advanced Science and Technology, Carl R. Woese Institute for Genomic Biology",,,,40.11059,-88.20727,"Computer Science, Information Trust Institute, Beckman Institute for Advanced Science and Technology, Carl R. Woese Institute for Genomic Biology"
"affiliation:concordia u, clinical psychology faculty, montreal, pq, canada",affiliation,,"Concordia U, Clinical Psychology Faculty, Montreal, PQ, Canada",,,,45.50883865356445,-73.58780670166016,"Concordia U, Clinical Psychology Faculty, Montreal, PQ, Canada"
affiliation:concordia university,affiliation,,Concordia University,,,,45.50883865356445,-73.58780670166016,Concordia University
"affiliation:concordia university,",affiliation,,"Concordia University,",,,,45.50883865356445,-73.58780670166016,"Concordia University,"
"affiliation:conservation international,  2501 m street nw, washington, 20037, dc, usa",affiliation,,"Conservation International,  2501 M Street NW, Washington, 20037, DC, USA",,,,38.88101,-77.10428,"Conservation International,  2501 M Street NW, Washington, 20037, DC, USA"
"affiliation:cooperative institute for research in environmental sciences and department of ecology and evolutionary biology, university of colorado, boulder, colorado, usa",affiliation,,"Cooperative Institute for Research in Environmental Sciences and Department of Ecology and Evolutionary Biology, University of Colorado, Boulder, Colorado, USA",,,,40.014991760253906,-105.27055358886719,"Cooperative Institute for Research in Environmental Sciences and Department of Ecology and Evolutionary Biology, University of Colorado, Boulder, Colorado, USA"
"affiliation:cooperative institute for research in environmental sciences and department of ecology and evolutionary biology, university of colorado, boulder, usa",affiliation,,"Cooperative Institute for Research in Environmental Sciences and Department of Ecology and Evolutionary Biology, University of Colorado, Boulder, USA",,,,40.014991760253906,-105.27055358886719,"Cooperative Institute for Research in Environmental Sciences and Department of Ecology and Evolutionary Biology, University of Colorado, Boulder, USA"
"affiliation:coriell institute for medical research, camden, 08103, new jersey, usa",affiliation,,"Coriell Institute for Medical Research, Camden, 08103, New Jersey, USA",,,,39.92595,-75.11962,"Coriell Institute for Medical Research, Camden, 08103, New Jersey, USA"
affiliation:cornell,affiliation,,CORNELL,,,,42.44063,-76.49661,CORNELL
affiliation:cornell university,affiliation,,Cornell University,,,,42.44063,-76.49661,Cornell University
affiliation:cornell university department of animal sdence and,affiliation,,Cornell University Department of Animal Sdence and,,,,42.44063186645508,-76.49661254882812,Cornell University Department of Animal Sdence and
"affiliation:cornell university, cornell tech",affiliation,,"Cornell University, Cornell Tech",,,,42.44063,-76.49661,"Cornell University, Cornell Tech"
"affiliation:cornell university, department of animal science, ithaca, ny",affiliation,,"Cornell University, Department of Animal Science, Ithaca, NY",,,,42.44063186645508,-76.49661254882812,"Cornell University, Department of Animal Science, Ithaca, NY"
"affiliation:cornell, usa",affiliation,,"Cornell, USA",,,,42.44063,-76.49661,"Cornell, USA"
