id,publication_id,person_id,institution_id,institution_name,country_code,institution_type,raw_affiliation,latitude,longitude
2182,W2117692326,A5007537368,I5124864,École Polytechnique Fédérale de Lausanne,CH,education,,,
2183,W2117692326,A5007537368,I180670191,"University of California, San Francisco",US,education,,,
2184,W2117692326,A5007537368,,,,,"The Swiss Institute for Experimental Cancer Research (ISREC), School of Life Sciences, EPFL, Lausanne CH-1015, Switzerland. dh@epfl.ch",,
2185,W2117692326,A5007537368,,,,,"The Department of Biochemistry & Biophysics, UCSF, San Francisco, CA 94158, USA",,
2186,W2117692326,A5007537368,,,,,"The Swiss Institute for Experimental Cancer Research (ISREC), School of Life Sciences, EPFL, Lausanne CH-1015, Switzerland",,
2187,W2117692326,A5012557712,I4210157710,Whitehead Institute for Biomedical Research,US,facility,,,
2188,W2117692326,A5012557712,I4210150208,Molecular Oncology (United States),US,company,,,
2189,W2117692326,A5012557712,,,,,"Whitehead Institute for Biomedical Research, Ludwig/MIT Center for Molecular Oncology, and MIT Department of Biology, Cambridge, MA 02142, USA",,
2190,W2162674813,A5087589263,I4210157710,Whitehead Institute for Biomedical Research,US,facility,,,
2191,W2162674813,A5087589263,I63966007,Massachusetts Institute of Technology,US,education,,,
2192,W2162674813,A5087589263,I1344073410,Howard Hughes Medical Institute,US,facility,,,
2193,W2162674813,A5087589263,,,,,"Howard Hughes Medical Institute, Massachusetts Institute of Technology, Cambridge, MA 02139, USA. dbartel@wi.mit.edu",,
2194,W2162674813,A5087589263,,,,,"Whitehead Institute for Biomedical Research, Cambridge, MA 02142, USA",,
2195,W2162674813,A5087589263,,,,,"Department of Biology, Massachusetts Institute of Technology, Cambridge, MA 02139, USA",,
2196,W2162674813,A5087589263,,,,,"Howard Hughes Medical Institute, Massachusetts Institute of Technology, Cambridge, MA 02139, USA",,
2197,W2138977668,A5101897576,I22299242,Kyoto University,JP,education,,,
2198,W2138977668,A5101897576,,,,,"Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan",,
2199,W2138977668,A5000507804,I22299242,Kyoto University,JP,education,,,
2200,W2138977668,A5000507804,,,,,"Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan",,
2201,W2138977668,A5003332518,I22299242,Kyoto University,JP,education,,,
2202,W2138977668,A5003332518,,,,,"Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan",,
2203,W2138977668,A5019583219,I22299242,Kyoto University,JP,education,,,
2204,W2138977668,A5019583219,I4210086780,Japan Science and Technology Agency,JP,government,,,
2205,W2138977668,A5019583219,,,,,"CREST, Japan Science and Technology Agency, Kawaguchi 332-0012, Japan",,
2206,W2138977668,A5019583219,,,,,"Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan",,
2207,W2138977668,A5073683190,I22299242,Kyoto University,JP,education,,,
2208,W2138977668,A5073683190,I4210086780,Japan Science and Technology Agency,JP,government,,,
2209,W2138977668,A5073683190,,,,,"CREST, Japan Science and Technology Agency, Kawaguchi 332-0012, Japan",,
2210,W2138977668,A5073683190,,,,,"Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan",,
2211,W2138977668,A5054168710,I1321430492,Gladstone Institutes,US,nonprofit,,,
2212,W2138977668,A5054168710,,,,,"Gladstone Institute of Cardiovascular Disease, San Francisco, CA 94158, USA",,
2213,W2138977668,A5081862387,I1321430492,Gladstone Institutes,US,nonprofit,,,
2214,W2138977668,A5081862387,I22299242,Kyoto University,JP,education,,,
2215,W2138977668,A5081862387,I4210086780,Japan Science and Technology Agency,JP,government,,,
2216,W2138977668,A5081862387,,,,,"CREST, Japan Science and Technology Agency, Kawaguchi 332-0012, Japan",,
2217,W2138977668,A5081862387,,,,,"Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan",,
2218,W2138977668,A5081862387,,,,,"Gladstone Institute of Cardiovascular Disease, San Francisco, CA 94158, USA",,
2219,W2138977668,A5081862387,,,,,"Institute for Integrated Cell-Material Sciences, Kyoto University, Kyoto 606-8507, Japan",,
2220,W2125987139,A5101897576,I22299242,Kyoto University,JP,education,,,
2221,W2125987139,A5101897576,,,,,"Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan",,
2222,W2125987139,A5081862387,I4210086780,Japan Science and Technology Agency,JP,government,,,
2223,W2125987139,A5081862387,I22299242,Kyoto University,JP,education,,,
2224,W2125987139,A5081862387,,,,,"CREST, Japan Science and Technology Agency, Kawaguchi 332-0012, Japan",,
2225,W2125987139,A5081862387,,,,,"Department of Stem Cell Biology, Institute for Frontier Medical Sciences, Kyoto University, Kyoto 606-8507, Japan",,
2226,W144423133,A5087589263,I4210157710,Whitehead Institute for Biomedical Research,US,facility,,,
2227,W144423133,A5087589263,I63966007,Massachusetts Institute of Technology,US,education,,,
2228,W144423133,A5087589263,,,,,"Whitehead Institute for Biomedical Research, 9 Cambridge Center, Cambridge, MA 02142, USA. dbartel@wi.mit.edu",,
2229,W144423133,A5087589263,,,,,"Department of Biology, Massachusetts Institute of Technology, Cambridge, MA 02139 USA",,
2230,W144423133,A5087589263,,,,,"Whitehead Institute for Biomedical Research, 9 Cambridge Center, Cambridge, MA 02142 USA",,
2231,W2034269086,A5007537368,,,,,"Department of Biochemistry, Hormone Research Institute, University of California at San Francisco, 94143, USA",,
2232,W2034269086,A5012557712,I63966007,Massachusetts Institute of Technology,US,education,,,
2233,W2034269086,A5012557712,I4210157710,Whitehead Institute for Biomedical Research,US,facility,,,
2234,W2034269086,A5012557712,,,,,"Whitehead Institute for Biomedical Research and Department of Biology Massachusetts Institute of Technology Cambridge, Massachusetts 02142 USA",,
2235,W1523693806,A5100340464,I4210154929,He Eye Hospital,CN,healthcare,,,
2236,W1523693806,A5100340464,I4210138078,Second Affiliated Hospital of Nanjing Medical University,CN,healthcare,,,
2237,W1523693806,A5100340464,I83519826,Nanjing Medical University,CN,education,,,
2238,W1523693806,A5100340464,,,,,"Eye Hospital, Nanjing Medical University, Nanjing, China",,
2239,W1523693806,A5100340464,,,,,"The Fourth School of Clinical Medicine, Nanjing Medical University,",,
2240,W1523693806,A5100340464,,,,,"Eye Hospital, Nanjing Medical University,",,
2241,W1523693806,A5037591628,I83519826,Nanjing Medical University,CN,education,,,
2242,W1523693806,A5037591628,I4210138078,Second Affiliated Hospital of Nanjing Medical University,CN,healthcare,,,
2243,W1523693806,A5037591628,I4210154929,He Eye Hospital,CN,healthcare,,,
2244,W1523693806,A5037591628,,,,,"Eye Hospital, Nanjing Medical University,",,
2245,W1523693806,A5037591628,,,,,"Institute of Integrated Medicine, Nanjing Medical University, Nanjing, China",,
2246,W1523693806,A5037591628,,,,,"The Fourth School of Clinical Medicine, Nanjing Medical University,",,
2247,W1523693806,A5100870199,I4210154929,He Eye Hospital,CN,healthcare,,,
2248,W1523693806,A5100870199,I4210138078,Second Affiliated Hospital of Nanjing Medical University,CN,healthcare,,,
2249,W1523693806,A5100870199,I83519826,Nanjing Medical University,CN,education,,,
2250,W1523693806,A5100870199,,,,,"Eye Hospital, Nanjing Medical University,",,
2251,W1523693806,A5100870199,,,,,"The Fourth School of Clinical Medicine, Nanjing Medical University,",,
2252,W1523693806,A5031957363,I4210154929,He Eye Hospital,CN,healthcare,,,
2253,W1523693806,A5031957363,I4210138078,Second Affiliated Hospital of Nanjing Medical University,CN,healthcare,,,
2254,W1523693806,A5031957363,I83519826,Nanjing Medical University,CN,education,,,
2255,W1523693806,A5031957363,,,,,"Eye Hospital, Nanjing Medical University,",,
2256,W1523693806,A5031957363,,,,,"The Fourth School of Clinical Medicine, Nanjing Medical University,",,
2257,W1523693806,A5058567619,I83519826,Nanjing Medical University,CN,education,,,
2258,W1523693806,A5058567619,I4210154929,He Eye Hospital,CN,healthcare,,,
2259,W1523693806,A5058567619,I4210138078,Second Affiliated Hospital of Nanjing Medical University,CN,healthcare,,,
2260,W1523693806,A5058567619,,,,,"Eye Hospital, Nanjing Medical University,",,
2261,W1523693806,A5058567619,,,,,"Institute of Integrated Medicine, Nanjing Medical University, Nanjing, China",,
2262,W1523693806,A5058567619,,,,,"The Fourth School of Clinical Medicine, Nanjing Medical University,",,
2263,W2018289835,A5081897732,I201726411,United Arab Emirates University,AE,education,,,
2264,W2018289835,A5081897732,,,,,"Department of Biochemistry College of Medicine and Health Sciences, UAE University, Al Ain, United Arab Emirates. h.raza@uaeu.ac.ae",,
2265,W2018289835,A5081897732,,,,,Department of Biochemistry and,,
2266,W2018289835,A5084346756,,,,,Department of Biochemistry and,,
2267,W2018289835,A5020229477,I201726411,United Arab Emirates University,AE,education,,,
2268,W2018289835,A5020229477,,,,,"Department of Physiology, College of Medicine and Health Sciences, UAE University, Al Ain, United Arab Emirates",,
2269,W1997151511,A5108354699,I108290504,University of Pisa,IT,education,,,
2270,W1997151511,A5108354699,I124601658,University of Parma,IT,education,,,
2271,W1997151511,A5108354699,,,,,"Dipartimento di Chimica e Chimica Industriale, Università di Pisa, Via Risorgimento 35, 56126 Pisa, Italy, and Dipartimento di Chimica, Università di Parma, Viale delle Scienze 17/A, 43100 Parma, Italy",,
2272,W1997151511,A5041412476,I124601658,University of Parma,IT,education,,,
